content,score
Mantaaap,5
Good,5
Good,5
Di hapus saja aplikasi nya karena server busuk,1
"Mau gnti paswod susah nya minta ampun dah, eror mulu",1
👍,5
Sangat membantu 👃👃,5
⭐⭐⭐⭐⭐,5
Jelek,1
Blm bisa login pkek NIK,3
Ok banget,5
"Anying... ribet bener mo bayar pajak. Simple in la bangke. Bnyk bet birokrasinya. Bukannya gamau bayar, tapi ribet bgt sat...",1
"Appsnya ga bisa simpen history pembayaran mandiri UMKM yg bulanan itu... Mungkin appsnya ini bisa di upgrade bisa untuk bayar langsung tiap bulan itu dan saat laporan SPT tahunan itu datangnya ngeLink, sehingga kami tinggal update harta dan sedikit lainnya... Sehingga UMKM yg baru merintis dan yg ingin mencoba berwirausaha tidak merasa susah untuk melapor... Tolong yaa tuan Dirjen pajak 🙏🙏",5
HAPUS AJA BRE GA GUNA,1
"Susah bngt daftar NPWP online, bukan nya mempermudah ini malah bikin sulit , daftar lewat browser juga sama saja , tolong perbaiki app ini supaya mudah daftar online nya , jangan malah memblokir yang ujung ujungnya disuruh ngurus ke KJB",1
Bagus,5
"Aku daftar kmaren pakai gmail, sekarang disuruh pakai no. NPWP tapi knp g muat?..",1
Keren,5
Tidak lengkap dan ribet. Gak jelas ni aplikasi,1
"Susah login,,, ngga kaya dulu",1
mantap,5
Dari awal sy gunakan aplikasi ini ga bisa untuk lakukan lap or spt,1
Oke,5
"Mempersulit rakyat, mau bayar pajak aja di buat bingung",1
Seharusnya loginnya udh bisa pakek NIK..kok belum bisaaa..pieee tooo,1
Masalah pajak ya djp online,5
Payah parah.,1
Mantap jiwa.sedikit kemajuan,5
Aplikasi bobrok !!! Bikin emosi tingkat dewa !!!,1
"Proses ribet ,mau lapor spt lewat online banyak sekali pertanyaan ,mana bingung mau jawab apa ,mau ke kantornya jauh ,memakan biaya belom lagi kalo sampe ada masalah di jalan ,sangat tidak mengerti keadaan rakyat ,udah gajih kepotong buat pajak mana suruh lapor tiap taun ,ribet skali si aturan pemerintahan ini .",1
sangat membantu,5
Aplikasi banyak bug,1
Setiap login selalu aja no NPWP salah dan back ke awal lagi padahal no NPWP nya sudah benar..,2
Aplikasi rudet online online....server lemot....,1
Ok,5
Setiap aktivasi akun selalu gagal *pesankesalahan : reg028 Ribet banget suruh kirim ulang lunk aktivasi tetep sama aja pesan kesalahan lagi hadehh,1
👍😎,5
Sangat membantu... 😊😊😊,4
sangat sulit pelayanan di kantor pajak.,1
"Selesai verifikasi, mau login kenapa username dan password salah. Padahal udah cek berkali kali tetap aja salah juga. Solusi nya tolong terimakasih.",3
Kacau banget daahhhh nggak niat,1
Tidak bisa update data pribadi. Padahal ini sudah akun saya. Jangan mempersulit orang lain lah!!. Nanti kelar hidup loe!,1
Ribet banget sangat membingungkan aplikasi ini... sorry no recommended...,1
Lemot,1
Kebanyakan ngelem yg bkin apk,1
Oke,5
"Mantap,sangat membantu",5
"Mau bikin npwp tapi tiap mau daftar, ga pernah dapet email link buat ke tahap ke 2. Coba daftar lagi pake email lain ya sama aja. Bapuk bgt. Heran deh",1
ok,5
"Lupa Kata Sandi, Email Aja Gak dikirim.. parah.. ahahahah... Gaji Gede.. buat APK Gak Becuss",1
Dari tahun kemarin kesel sama app ini. nyoba lagi masih bikin kesel. ga di perbaiki2. padahal di lempar ke web 🤭,1
"Kenapa setiap abis isi formulir selalu masalah server ? Capek ngulang trs, bagus nya emang gausah bayar pajak udaah .. Mau daftar online aja susah nyaa..",1
"Piye pak piye pak piyeeeeeeee web e angel di akses,aplikasi ne yow angel...... Angeeeeel..... Angeeeeeeeel.....wes.... 🤣🤣🤣",1
Josss,5
"Kode aktivasi dikirim ke email, pas minimize HP liat kode aktivasi terus balik lagi ke apps DJP ngulang dari halaman awal Kan gobs.....",2
Ribet bukan gampang tpi makin ribet ud 2 email tp gk ada balasan konfirmasi.d masukin lagi buat daftar ket email sudah pernah di pakai.,1
Datang ke kantor Jumat SD jam4,3
Terimakasih atas ada nya aplikasi m_pajak sekarang jadi gampang untuk bikin NPWP,5
Ok,5
"Bagaimana mau login, daftar NPWP-nya aja gk bisa, registrasi menggunakan email, langkah pertama sukses setelah itu gak ada email untuk lanjut ke langkah kedua 🤬🤬",1
Saya sangat terbantu dg ada nya aplikasi ini👍👍,5
Kata sandi gak pernah ganti dan di catat di simpan tapi login tidak bisa alasan kata sandi salah 👎,1
Saya mau login d apk ini kok gk bisa ya ! padahal semua sudah sesuai & benar,5
"aplikasi nya MATI, rugi bayar pajak ke elu, padahal anggaran besar",1
"Tolong untuk pelayanan informasi di cabang serang, banten. kalau ada orang awam tolong dibimbing langkah-langkahnya dengan baik, bukan direspon dengan nada tinggi. kalau memang tidak sanggup menjadi pelayanan informasi resign aja atau mutasi jabatan.",1
Mau bayar pajak aja susahnya minta ampun daftar aja serengah mati loadingnya tolong di perbaiki masyarakt kecewa kalo pelayananya gini bukan di permuda tapi di persulit,1
kok gak bisa login pake NIKpadahal sudah di validasi?,1
"Bener-bener nyusahin rakyat, udah bagus kita mau bayar pajak online tapi kok fasilitas untuk bayarnya gak memadahi alias aplikasinya bobrok. Nih aplikasi kocak bet dah, login pake npwp dan sandi yg bener masak dibilangnya salah terus. Dan gak cuman satu dua akun ya, tapi emang banyak yang punya problem yg sama. Tolong dong segera diperbaiki kalo gak mau rakyatnya telat bayar pajak.",1
Sixal lelet,3
Mantap,5
Server eror 500. Mohon hubungi administrator,1
warga mau bikin npwp aja susahnya minta ampun,2
Malah ribet tampilanya,1
Ok,5
Sukses selalu dan mempermudah layanannya,5
Aplikasi sekelas milik negara kok kayak gini sih...😂😂😂,1
"Repot daftar akunnya, minta effin harus datang kekantor pajak, pekerja kya saya harus minta cuti/izin karna antrian 🤦 Permudah lagi untuk daftar akunnya",1
Tombol bikin id billing error melulu😭,1
"Sangat membantu aplikasi djp,,,,,,,,,,,,,,,, 👍👍🤝",5
Susah gak bisa masukin nama suami,1
Siiip de....,5
"System perpajakan di indonesia sangat kacau terutama PKP untuk para pengusaha, server yang lambat, pelayanan AR yg kurang maksimal, yg paling bikin jengkel sebenernya servernya yg sangat lambat dan ga cepat reponsif, ketika perusahaan bayar pajak langsung berhasil uang langsung terkirim, tapi ketika perusahaan laporkan NTP dari hasil bayar pajak tadi lamanya nauzubilah, kadang smpai besoknya pun masih erorr ga bisa dilaporin, ujung2nya, sampai kelewat akhir bulan akhirnya pelaku usaha kena DENDA",1
👍👍👍👍👍,5
Sementara 1 dulu... slnya Error saat buka salah satu menu,1
Okay,5
"Daftar npwp online pdf gk diberi kartu gk dikasih, sudah nelpon 1500200 masih ruwet",1
Mau di web mau di app sama2 smua lemot. Kalo blm sanggup memberikan fasilitas online harusnya bisa lah dbuatkn lewat kantor pajaknya. Validasi selalu lama dan tidak bisa muter2 trs,1
Kenapa ini aplikasi susah di donwloat aplikasi lemot bangke,1
Ok,5
Mantap,5
Ok,5
Sangat tidak membantu aplikasinya.tolong di perbaiki lagi...susah login padahal kata sandi benar. Susah aktivasi efin juga..,1
lumayan bagus,3
Verry Good,4
"Kirain bisa dimanfaatkan ketika djponline sedang error, ternyata sama aja, bikin billing pun susah",1
Bikin NPwp aja ribet minta ampun.. validasi data cuma bengong aja . Tidak selesai-selesai. Ayulah jangan dibikin susah. .,1
"Ga bisa masuk, udah ngisi nomer npwp, efin udah sesuai. Tetep ga bisa. Dari pada capek langsung uninstal aja.",1
Ok,5
Jelek sekali. Mau liat spt tahunan yg didaftarkan saja tidak ada. Menu lapor juga gak ada. Yg muncul bukan e-Filing malah e-bill ing,1
Aplikasi bagus syarat² yg dibuat ribettt,1
Tolong di bantu kode verifikasi. Saat mendaftar. Di situ tertulis kode sdh terkirim di gmail. Tapi kok tidak muncul kode nya,2
Kolom jenis pajak dan kolom jenis setoran.. Tidak bisa di pilih alias kosong.. Mohon di perbaiki..,1
Sebenarnya sangat memudahkan tapi perlu diperhatikan hal2 berikut: 1. Mengapa tdk langsung sinkron antara aplikasi dengan versi web? 2. Mengapa kita buat billing tdk dapat dilihat kembali histori nya maupun cetak ulang?,2
Coba rekruitmen IT ya yg pinteran dikit.,1
kalau membantu saya tambahin,3
Mantap Mentong,5
Mantap,5
Lupayan bagus,5
Kenapa profil saya error,3
Good👍🏻,4
Sangat memudahkan penyimpanan dokument..trimakasih pencetus..,5
Sangat bagusss,5
Aplikasi sangat baik,5
"Di Gambar NPWP,nama saya tertutup barcod,kenapa bisa begitu ya......",3
Gak niat bantu masyarakat 👎,1
Gak semudah aplikasi yg lain dlm pengisian... Terlalu rumit ... Cb diupdate lg... Agar siapapun bz dgn mudah dlm pembuatan pajak online... Gmn mau pd mudah membayar pajak kl seperti ini,1
"Untuk Pembaruan data belum bisa di update, tolong perbaiki lagi utk kedepannya. Digit 15 / 1 Januari sudah tidak berlaku, dan login menggunakan nomor NIK. Dan untuk login dgn no NIK harus update dulu. Terimakasih",2
Kode Verifikasi tidak muncul,2
"Tolonglah buat login knp harus min ta efin kan sdh ada nomer npwp knp harus dibikin ribet kita ini pekerja klo ke kpp hrs ini otomatis gaji juga d potong,permudah buat daftar",1
Kenapa gunanya belum seperti yg di situs,1
"pake crome bisa , pake aplikasi ini ga bisa , dasar aplikasi ga jelas",1
"Siapa pembuat blog djp.? Ko di buat serumit mungkin, biar orang pada susah bikin npwp dan ngurus pajak ya? Mau buat npwp ko malah terus terusan ditanya no npwp berapa?",1
"Saya kesulitan daftar akun baru,link pendaftaran akun baru di aplikasi tidak berfungsi",1
Saya suka,3
APP RUSAK. GA MUDAH DI PAHAMI DAN SUSAH DI GUNAKAN. SAYA YANG TERBILANG MUDA AJA PUSING. APALAGI ORANG ORANG LANJUT USIA YANG MENGGUNAKAN APP INI. SEMUA APP NEGARA ANEH ANEH. GAPAHAM LAGI SAMA +62,1
Tiap login eror padahal login via web bisa..solusinya aplikasi diperbaikin lg,5
BURUK,1
"Bikin NPWP online skrg ribet. Harus foto langsung dll, verifikasi lama jg. Ribet bngt",1
Bukan mempermudah rakyat ni aplikasi hapus aja ga guna,1
Server Ampas,1
Oke,5
Sangat membantu 👍👍,5
Good,5
"Tombol pilihan jenis pajak dan jenis storan gak bisa di klik ketika mau buat kode biling,.. mohon diperbaiki kakak. Untuk tampilan sudah cukup bagus dan simple.",2
Aplikasi ga guna mau daftar aja susah,1
mau bayar pajak aja susahnya minta ampun.,1
"Saya ke bank BCA, dia minta NPWP saya ke bank Mandiri dia juga minta NPWP jadi saya tanya apa itu NPWP? Mereka jawab NPWP yg wajib membayar pajak Pk kalau bpk tidak memiliki NPWP bapak harus kekantor pajak. Oke saya ke kantor pajak sekali di kantor pajak pratama mereka malah bingung, bapak mau bajar pajak apa? Saya jawab saya juga tidak tau, sedangkan saya tidak punya rumah dan tanah pk, kendaraan saya juga tidak punya, jadi apa yg harus saya bayar pk yaa? Trimaksi",3
"""PATUH PAJAK"" MAU LOGIN AJA SUSAH NYA SETENGAH MATI APLIKASI GK NIAT BUKANNYA MEMPERMUDAH TAPI SULIT",1
Belum memuaskan,1
Ntaps,5
Terlalu ruwet,1
Bayar pajak disini tak semudah bayar di tokopedia. Padahal aplikasinya bagus. Harapan saya bayar pajak tuh kayak transfer duit via bank... atau semudah top up gopay atau ovo atau shopee... Contoh untuk bayar saja kita harus tentukan jenis pajak dll seharusnya tinggal klik objek pajaknya trsu tinggal bayar aja. ganti profil foto aja ga bisa...,1
Heh gimana sih ko bisa password salah di browser aja bener bisa masuk ko di sini keterangannya password salah yang bener aja kalo buat apps,1
Now easy login and editing profile,5
Oke,5
Tlong di perbaiki aplikasi nya baru mau buka sda di bilang eror .,1
Kok gak bisa di buka,1
"aplikasi error, mending gausah bikin aplikasi. dri website aja sudah.",2
"Aplikasi error, apa sedang gangguan?",1
"Eror eror mau masuk keluar sendiri eror minta restat aplikasi trus, padahal sebelumnya lancar2 aja",1
Tingkatkan terus,5
aplikasi eror,1
Apk gak bisa di buka,1
"Aplikasi tidak bisa di buka, mau login Aplikasi error Kalu udah ok baru kasih bintang 5",1
Bolak balik di instal tapi tetap masih eror. Kerjaan kalian apa sih sebenar nya.,1
Tidak bisa di akses pas masuk ke Appnya malah blank/kosong,1
Aplikasinya tidak dapat digunakan,1
Kenapa ngelag terus...fatal error..bla.bla.bla...🤷‍♂️,1
"Server lagi maintenance kah?? Plis perbaiki secepatnya, jangan hanya menagih pajak saja bisanya",1
Aplikasi TDK biasa buka dn tidak berguna,1
Error,1
"Parah sih ini, GK bisa di buka, minta restart malah error'...",1
Password udah sesuai kok tulisannya password slaah trw..by HP by PC gabisa maunya apaaa,1
Mantap Bisa membantu,5
Bagus,5
Ga bisa daftar online,1
Bagus..,5
Ok,5
"Mau bikin billing code pajak aja gabisa, app gaje emang.",1
Masih banyak yg perlu di perbaikin. Lemot pas di buka apk nya. Cek profil juga ga bisa,1
"Aplikasi payah, gak guna, gak bisa dipakai",1
Aplikasi tdk jelas ? Untuk apa kalau ingin mendaftar pindah lagi ke wab terus apa guanya aplikasi ini ?,1
Good,5
"Kalau belum siap mending jangan di publis ini, mending buka lewat browser.",2
"Duit rakyat di pake bikin aplikasi sampah,tidak berguna,daftar npwp online susah amat,terus aja minta validasi data,dan loading",1
Memberi dan Menerima,5
"Tidak bisa login padahal password udah benar. Tapi keterangannya salah password mulu. Saya coba login melalui chrome bisa. Giliran di app password salah, padahal password sama dengan apa yang saya gunakan saat login melalui chrome.",1
"Sengaja bikin ulasan buat maki2 aja ,daftar cuma muter2 aja trus g ada kejelasan aplikasi g guna ..pegawai pemerintah tolol makan gaji buta kerja g becus",5
Baik,5
Aplikasi tolol,1
Menyusahkan,3
"Kenapa saya tidak bisa update data di kolom profil,,,? Dengan adanya aturan baru nmr npwp awal nya 15 digit menjadi 16 digit seharusnya aplikasi ini bisa update data secara mandiri, Sekian dan terima kasih",5
"Aplikasi gajelas, gabisa login padahal di website bisa, yg bikin aplikasinya payah!",1
Sangat membantu untuk mengingatkan Laporan SPT Tahunan,5
Pusing,1
"saya tidak bisa login, sudah mencoba lupa pasword tetapi tidak bisa login juga",1
Setiap mau log in susah bener padahal password sama NPWP sudah bener coba benerin lagi systm nya wahai aplikator,1
Mantap,5
"Terimakasih,, sangat membantu..",5
"Susahnya mau bayar pajak, app ini tidk bisa membantu,, mau buat kede billing tak bisa.. tak ada kah cara yang paling mudah untuk bayar pajak..",1
Good,4
Ok,5
BISMILLAH...,5
"Aplikasi ini bagus tapi kurang membantu, karena pilihan jenis pajak dan pilihan jenis setoran pajak tidak bisa terbuka..",1
oke,5
"Lah mau daftar npwp ribet bgt, ngesave data eror terus, nyoba datang ke kantornya ndak ada tanggapan , malah bilangnya ""memang begitu"" , tidak mutu",1
"G jelass,APP AP INIII,APP BUAT RAKYAT SUSAH.TAMBAH SUSAH.,,,via link/browser masuk,email n passwordnya,VIA APP NEHHH MANA KESALAHAN TERUS.,,,APP G JELAS.APP G GUNA. #MAAF UNINSTALL.G GUNA RIBET N BUAT BIKIN PENUH MEMORY HAPE",1
Bantu,5
Layanan bobrok TDK dpt di instal,1
"Gak bisa login ya Allah,,,,, knp",1
Aplikasi apaan gk bisa di pake.,1
Server kurang baik,5
Bagus,5
Buat apa bikin aplikasi kalau gak guna sama sekali?!,1
Bintang 5 tuk staf di meja informasi KPP Ambon. Serta staf lainnya,5
"Ga bisa login, diweb bisa. Gajebo nih apk... Entah siapa yang salaaahhh... Kutaktahuuuu...",1
"Mengapa aplikasi ini jadi tidak bisa di buka via browser.. Niat hati ingin Registrasi dan dapat login. Akan tetapi respons nya selalu terjadi kesalahan.. Sudah 2 hari ini. Sebelum nya baik"" saja.. Mohon di perhatikan, Terima kasih",1
"Mau daftar aja ngga bisa,susaaaaahhhh",1
negara yg butuh ... kok suru rakyat yg ke kantor pajak ! efin di sms ke nope saja . gak ada waktu mau nyangkul baru dpt makan kami pak .🤐,1
Gemana kalau ada dua npwp,5
Keren,3
Mantaaap,5
"Ga ada yang lebih ribet Pak? Daftar itu harusnya cukup no KTP sama Emailnya aja Ngapain harus ke kantor pajak segala? Oia, kalo ada yang susah buat apa yang mudah 😂😂😂",2
Tidak bisa up date data pribadi ( alamat tinggal ),1
Ah uy ah lier,2
Aplikasi gabisa login padahal di web bisa..,1
😂😂,1
Untuk login belum bisa pake NIK ya pak Admin,5
"Ini tolong di perbaiki, masa saya login di web bisa masuk tapi di apknya gagal login.",2
Buat kode billing g bisa kenapa dg aplikasi ini,1
Aplikasinya kurang bgus mhon diperhatikan,1
"Gak banget buat aplikasi nya, udh bikinnya di peribet, susah buat aktivasi nya lagi, ngk ada org kompeten yg bisa di rekrut ngk sih buat ngolah app ini",1
Ok,5
mantab,5
Betul kata orang sebelah gak guna,1
Verifikasi email aja gak msuk2 ke email,1
Sudah bisa,4
baik sekali,5
Reset Password link reset ga dikirim kirim ..niat gak sih bikin layanan??,1
"Praktis, simpel, mudah, aman dan good",5
Woy knapa jam kerja siang sampai sore lu ga mikir yang kerja pa gimana ditambah sabtu libur,1
Saya mau daftar mp wp,3
Useless,1
"Mau bayar pajak susah, mau buka akun aja minta EFIN dsb syaratnya isi formulir yg tidak digital. Setengah2 digitalnya.. kebanyakan pertanyaan. Gimana mau maju indonesia",1
"Aplikasi pemerintah alokasi dana besar tapi tidak bermutu, semua lelet bikin kesal buang2 waktu.",1
Rumit,1
Susah banget daftar npwp online loading mulu,1
Aplikasi t*L*oL,1
Revisi lagi aplikasi mendaftar pajak. gak mau uang pajak !nanti awak bayar pajak ngamuk,1
"Gak bisa diakses!!! ,Gak bisa login !!!",1
Ok,4
"Mau rakyat tertib pajak tp proses perpajakan berbelit2 ribet,Harusnya mau bayar pajak apa saja dlm satu aplikasi tinggal masukkan nomer objek pajak",1
"Aplikasi tidak berguna, No NPWP dan Password tidak sesuai, sementara di Websitenya saya bisa Login. PAYAH !!!!",1
Sangat tidak bermutu.orang mau daftar NPWP malah diminta masukin nomor NPWP pusat.lah blm punya makanya mau buat.pas udah isi identitas malah gak bisa next ataupun preview.emank blm layak aplikasi pemerintah padahal.,1
"Saya gak komen tentang aplikasinya karena sudah terwakili oleh semua, sengaja saya scroll ke bawah baca ulasan sampai tahun lalu. Kok sepertinya gak ada satu pun respon dari admin ya ? Sekian",2
Apaan sih salah mulu password udah diganti sama aja,1
Mau aktivasi malah eror terus gmna ini ?,1
Lancar dan sangat di mudahkan❤️,5
Payah kali ngurus pajak online,5
Ok,5
Bagus,5
Saya suka,5
Mantap,5
Ok,5
Mau tanya ... Gimana caranya login jika saja hanya email dan password nya saja yang masih bisa di ingat,4
"Tidak bisa login menggunakan akun DJP, padalan di website DJP bisa login normal",1
memudahkan sgalanya &di permudah,5
Good,5
"Untuk pembuatan ebiling Tidak bisa di gunakan, di klik jenis pajak dan jenis setoran tidak mau muncul pilihan. Yg bisa di di isi hanya tahun, biaya dan keterangan .",3
Top,5
"Fitur nya gak sekomplit versi web, dimnaa tidak ada ubah profil alamat email, dan nomor hp, terus klo bisa pekerjaan bisa diubah juga denga verifikasi E-KTP.",3
Jos banget ..........,5
Buat NPWP online dipersulit,1
Ini mau bikin pembetulan Spt kok ga bisa lewat aplikasi yah? Mesti lwt web baru bisa ...aduuuh tlg diperbaiki plis,1
sungguh sangat membagongkan nik npwp sama password udah benar tapi salah terus di riset password di masukan lagih salah terus kalau engga di suruh di tempat kerja males pemerintahhan sekarang sungguh membebani rakyat,1
"Aplikasi eror, belum siap bayar pajak karena belum kerja malah gk bisa di centang, yang siap bayar malah bisa di centang, kalo saya belum kerja mau bayar pajaknya gimana? Mau pinjol? Apk memaksakan kehendak bgt apknya, klo tadi tak record bisa jadi bukti tu kalo apknya banyak erornya, saya butuh nomer NPWP nya buat daftar kerja kalo dah kerja baru bayar pajak, bukan masi pengangguran tapi disuru bayar pajak, lawack",1
apk ini masih belum bisa digunakan,1
Minimal server benerin,1
"Sy mw laporan tahunan di thn 2021 yg blm tp gk bisa nerima verifikasi buat masuk pdhl msh ada pulsa, apakah ada batas jam nya?",1
Bsgai mana mendapatkan kode efin saya,1
Kagak bisa login ya.,5
Baik,3
Baik sekali,5
Code verifikasi nya blm masuk² Uda 2 hari... Uda ku coba spam juga blm masuk²....,1
"segala aplikasi pemerintah pasti error sistem, yg katanya membantu mempermudah, faktanya kita harus tetapa kekantor dan laporan manua, dgan alasan aplikasi sedang perbaikan sistem",1
Error 404 terus saat isi pencatatan umkm,3
Aplikasi nya eror mulu gmana ya,1
PERPAJAKAN PENUH PROBLEM.,1
Alhamdulillah,5
"Susah banget daftar na,,,",1
Haha,1
"Aplikasi busuk, Sudah di ganti kata sandi masih saja salah",1
Sangat buruk,1
Balikin data gua anjingvvvv,1
Kalau bisa di tambah fitur download kartu npwp nya,3
Keren banget Bermanfaat bagi bangsa,5
"Layanan pemerintah dimana² pasti buruk 1.sim dipersulit, digiring untuk nembak 2. Semua aplikasi plat merah mayoritas bad 3. Pajak, untuk pendapatan saja seperti ini aplikasinya 😞 4. Apa semua yang berbasis layanan diserahkan ke suasta saja",1
Gak bisa buat log in,1
Captcha nya nyebelin bgt asli orang udh bener ngulang mulu,1
"Kenapa saat masuk kata sandi dan no npwp salah mulu, padahal di situsnya kalo mau masuk pake kata sandi yang sama bisa ajah, Ko d aplikasinya gk bisa,.",2
Ichblaboy,5
Aplikasi nggak jelas mau daftar aja susahnya seperti hubungi presiden 🤣😂,1
Kartu NPWP di aplikasi M Pajak tidak bisa diakses,1
"Tolong diperbaiki untuk menu pencatatan UMKM kode error 402 ini , percuma pake aplikasi ini kalau tidak berfungsi maksimal, kita kembali ke pencatatan manual.",3
Astagaa... Sekelas negara buat aplikasi kalah ama soppee,1
Good Aplication,5
Ok,5
"Parah, aplikasi ribet... Masa online hrs lapor dulu ke kantor...",1
Aplikasi nya sangat mudah untuk digunakan dan sangat membantu,5
Mau login aja susah Jelas jelas udh di aktivasi di email,1
Bagus,5
Masuk ke akun sendiri aja super ribet . Mungkin harus ada uang pelicin dulu baru di kasih efin,1
"Sebenarnya aplikasinya bagus, membantu dalam pencatatan omset.. tapi data omset yang sudah saya input datanya hilang semua.. bgmn ya?",5
"Mantap malah lebih bagus app dari pada pake web, makasi banyak ya djp",3
Slowrespon,1
Belum mencoba masih dipelajari,5
Keren,5
Sangat membantu,5
Ngaco ini mah baru buka kluar sendiri aneh,1
Bisa membantu apa ngga aplk,3
Kasian banyak yang komplain tapi ga ada satupun yang dijawab terkait pembenahan apps nya,1
"Aplikasinya ribet banget gak guna malah mempersulit, pantas saja semua orang yg bekerja di perpajakan pasti masuk neraka ya gini emang bikin web sama apk gak ada yg bantu",1
Bagus,5
Saya suka sekali aplikasi ini sangat membantu,5
Ok,5
Pendaftaran untuk buat NPWP tidak bisa.. caranya gimana yah,1
Ko saya ga bisa masuk ya,5
Aplikasi dan layanan kurang maksimal saya mau menganti paswor email pajak pada watu pengantian paswor baru dan setelah di masukkan pw baru server tidak dapat bekerja. Seolah2 semua itu masi ada yg tidak beres sehingga server tidak jalan dengan baik. Server yg kurang baik maka akn memberikan kesempatan oknum2 yg suka melakukan kecurangan.,1
Susah banget untuk medapatkan kode efin naya,1
Lebih mudah & praktis,5
"daftar aja sekarang harus online, bikin ribet aja udah gitu ngisi data , validasi data aja nunggu nya lama banget buruk banget pelayanan sekarang padahal di minta sama perusahaan tempat gw kerja se cepet nya",2
"Kecewa, susah login..",1
Mantap pokok na mah..,5
Kenapa g bisa nambah catatan utk umkm,3
Dari bulan januari sampai pertengahan april masih bisa digunakan. Sekarang dari tgl 20 april sampai tgl 9 mei 2022 tidak bisa digunakan. Hasil dari pencatatan harian bulan januari sampai april hilang. Kenapa bisa begitu ?,1
Allahu akbar....,3
"aplikasi ini sangat membantu untuk para wajib pajak sangat membantu dan meringankan seluruh wajib pajak se Indonesia ini untuk pelaporan pajak dan taat pajak, pajak untuk membangun negeri yg sama sama kita cintai. TERIMA KASIH",5
Tolong diperbaiki karna susah login,2
"Kok ga bisa lagi ya di isi pencatatan umkm nya, dan catatan yang lama tidak muncul lagi",1
Ok,5
Ok,5
Bikin bigung,1
"baru juga mau daftar, ngisi alamat email pertama kali keterangan chaptcha salah. ulangi lagi yg kedua, keterangan email sudah pernah digunakan 😂🤣😂 seharusnya semua serba online itu semakin di permudah",1
Good,5
Jendela profil tidak bisa dibuka! 🤔,1
mantap,5
Sandi suda benar tetep saja tidak bisa masuk. Ganti sandi baru... Login pakai sandi baru.. Tetep aja salah.. Apk terjelek yg saya temui 👎👎,1
"Kenapa tiap kali saya download bagus, ehh pas lama lama, saat mau lihat profil itu selalu keluar sendiri, tolong perbaiki lagi ya terima kasih",2
Sarana mudah untuk pengechekan dalam hal pajak,5
"Buat Aplikasi-nya Sogokan Dosen Ya, Kok Saat Input Data-nya gak jelas",1
Okay,5
"aplikasi ribet bat , login gagal , kata sandi salah, lupa kata sandi tak kunjung di kirim ke email , chat wa juga ga kunjung dibalas haha dialihkan ke isi npwp dan effin mulu. Ribet bos",1
"Sy menyimpan catatan penghasilan di aplikasi ini, tapi kemarin sy buka kok catatannya hilang semua, sy cek yg bulan sebelumnya juga hilang semua.",3
"Mohon maaf yang sebesarnya, aplikasinya sudah bagus tinggal catat lalu buat kode billing dan bayar pakai e-wallet, mempermudah pembayaran. Tetapi kemarin udah input omset warung lalu ada kendala datanya hilang semua maklum baru memulai jadi belum ada pembukuan jadi omset yang udah di catat lupa lagi, apa ada solusinya ? Maklum baru merintis meneruskan usaha orang tua. Kalau bisa biar mempermudah warung di aplikasinya sekalian pelaporan SPT nya.",5
Membantu skli,5
"RIBET, web untuk daftar NPWP sering error tidak bisa digunakan sama sekali, kalau kaya gini wajar aja orang lebih Seneng pakai jasa calo",1
👍👍👍,5
"Tolong aplikasi di perbaikin, knapa mau proses isi form no 2, error VALIDASI ,muter muter loadingnya lama,, tolong ini awal yang baik berantas pungli,dengan sistem online ,jadi jangan di gara garain maintenance nya ngak beres.",1
"Mohon maaf, kenapa tidak bisa buat e-billing ya?",1
Aplikasinya kurang canggih. Cara Pelaporan pajaknya bertele². Ga ada tutorialnya pula. Harus nanya sana sini,1
Ruwet bestiee,1
"Bingung, kirain bisa kebuka tanpa kode efin. Perasaan waktu dulu efin gak di kasih sama kpp nya. UNINSTAL saja lah, gak kepada juga di simpen lama²",1
"Aplikasi tidak bagus, selalu terjadi eror",1
👍,5
W DAH TLPN MINTA KODE EFIN SUSAH BGT NGABISIN PULSA DOANG HETDAH,1
Udah pakek 4 email ga ada yang berhasil sama sekali. Masa tiap nunggu validasi data doang sejam yang bener dong. Iya kalo jadi ini kagak,1
Mantap aplikasi yg sangat bagus sekali sangat membantu membuat NPWP ga perlu ke kantor cabang cuma lewat hape langsung punya NPWP semoga sukses selalu😘😘,5
"Lupa pasword suruh pake efin, efin itu apa aja sy ga ngerti.. baca syarat bikin efin udah mumet sendiri..hadehhhh mboh ra tak gagasss",1
"Gua udah punya NPWP dari gojek, mau punya NPWP online udah gua download ini apk mau coba daptar eh malah diminta isi efin!!! Apa sih efin itu??? Dari mana gua dapatnya??? Dan bagaimana cara dapat nya????",2
Mengetahui Berapa pajak saya,5
Very Good,5
"Chapca gamuncul2 di web, dfatar npwp hrs pake pungli mulu heran",1
Pengiriman npwp fisik gk ada payah… .gk sesuai katanya online ko masih ribet,1
Keren,5
Sangat membantu,5
Aplikasinya lagi gangguan apa gmn ya kok saya login mau masuk profil trus keluar aplikasi sendiri,3
Nice,5
"Mau aktifkan akun kok minta nomor EFIN dari kantor pajak,ribet amat sih,baru saya temui aplikasi mobile kayak gini,,gmn mau pakek aplikasi ini kalo dipersulit,percuma juga Krn harus ke kantor pajak,knp gak sekalian aja downloadnya juga wajib pakek wifi kantor pajak aja,",1
bikin npwp loading validasi nya lama,1
